Image,Red,Green,Blue,Contrast,Energy,Correlation,Homogeneity,Freshness
saltandpepper_Screen Shot 2018-06-08 at 5.22.15 PM,573988,465894,442591,280.8102040816326,0.3278924407912296,0.9620636143977723,0.41130868724455527,1
saltandpepper_Screen Shot 2018-06-08 at 5.21.51 PM,558219,441584,429463,439.1114285714286,0.2947034878867143,0.9556290580290059,0.3937365154876903,1
saltandpepper_Screen Shot 2018-06-08 at 5.17.58 PM,490955,336939,325924,543.6820408163264,0.19019970214805673,0.951047270340171,0.28226440311671286,1
rotated_by_60_Screen Shot 2018-06-08 at 5.25.22 PM,443303,435303,312626,1470.0902040816327,0.27452674055296306,0.905592776870062,0.4750729992818409,1
rotated_by_45_Screen Shot 2018-06-08 at 5.16.06 PM,380078,403066,256392,1262.8657142857141,0.152294405694467,0.8941620547034542,0.291977126615409,1
rotated_by_60_Screen Shot 2018-06-08 at 5.04.42 PM,421838,453428,341685,1617.418775510204,0.23654760376362732,0.8850665958656845,0.4064447847807141,1
saltandpepper_Screen Shot 2018-06-08 at 5.13.40 PM,486321,513230,376210,483.7555102040816,0.23343959421715832,0.9037610827099496,0.3215224691828337,1
vertical_flip_Screen Shot 2018-06-08 at 5.26.52 PM,514417,386110,363873,607.6044897959184,0.21539595765843308,0.9486753373242883,0.430558181664652,1
saltandpepper_Screen Shot 2018-06-08 at 5.19.35 PM,517208,369420,360647,818.7436734693877,0.14639127022583698,0.9259996045695259,0.31219215361096925,1
rotated_by_75_Screen Shot 2018-06-08 at 5.00.43 PM,436545,321450,321238,1446.4738775510205,0.2602473753498962,0.9065669807222275,0.4387974904191865,1
rotated_by_45_Screen Shot 2018-06-08 at 5.03.10 PM,423351,458201,323997,1562.499591836735,0.27658128912860924,0.8928520993728407,0.5051630690597476,1
translation_Screen Shot 2018-06-08 at 5.08.58 PM,378620,405599,263324,668.6616326530611,0.26274604700069987,0.9596320096539912,0.519491996200459,1
saltandpepper_Screen Shot 2018-06-08 at 4.59.49 PM,540147,383191,370583,586.7648979591836,0.23270031743484446,0.94000451084938,0.33193213912397507,1
saltandpepper_Screen Shot 2018-06-08 at 5.33.33 PM,541495,382332,330370,546.9595918367347,0.17762231737637615,0.9227221670565885,0.2952919597832451,1
translation_Screen Shot 2018-06-08 at 5.27.27 PM,408661,435493,290604,1529.531020408163,0.22081481760395832,0.8870667588787849,0.4137364869713499,1
rotated_by_45_Screen Shot 2018-06-08 at 5.11.16 PM,400887,246616,258902,1784.2640816326532,0.199491231269955,0.8783788917263532,0.387180857094333,1
rotated_by_60_Screen Shot 2018-06-08 at 5.07.05 PM,443843,481014,331306,1273.5644897959185,0.19430907937020755,0.9034114368175269,0.44258035455553524,1
translation_Screen Shot 2018-06-08 at 5.13.31 PM,480268,319625,304344,1364.7522448979594,0.2192792327699964,0.9027570099798887,0.42283407215071966,1
rotated_by_15_Screen Shot 2018-06-08 at 5.05.27 PM,470408,346519,317053,1784.7012244897955,0.2880263593379421,0.879974461500701,0.41456246352209414,1
rotated_by_75_Screen Shot 2018-06-08 at 5.28.04 PM,417440,477797,331349,1166.0351020408161,0.266922860413039,0.8916741409689819,0.4728999578448388,1
rotated_by_75_Screen Shot 2018-06-08 at 5.23.51 PM,300972,321183,149247,573.5689795918366,0.16896702112366555,0.9490022617094336,0.3065739835619906,1
rotated_by_30_Screen Shot 2018-06-08 at 5.00.26 PM,397102,431563,297051,1502.1783673469386,0.2572856746252052,0.8881154272930463,0.4485231217647127,1
Screen Shot 2018-06-08 at 5.34.14 PM,516800,345822,321252,551.8816326530613,0.2550251312635874,0.9460424788232482,0.3296627270106279,1
Screen Shot 2018-06-08 at 5.05.27 PM,534884,410960,381510,607.1616326530612,0.37873911243136454,0.947322743372853,0.44332335038485615,1
translation_Screen Shot 2018-06-08 at 5.21.40 PM,458927,338045,297570,1620.0016326530613,0.2533661757064005,0.88306460145348,0.41123826299409433,1
rotated_by_75_Screen Shot 2018-06-08 at 5.15.28 PM,484357,490045,403834,915.1804081632654,0.40085134308158726,0.9324774596657415,0.5810890401253531,1
Screen Shot 2018-06-08 at 5.12.14 PM,569861,386399,349320,409.84734693877556,0.23837695675345186,0.9515205789453166,0.3507763882300171,1
saltandpepper_Screen Shot 2018-06-08 at 5.12.29 PM,503365,535523,409873,377.7444897959184,0.4023934018004994,0.9316564037079955,0.49564618465137117,1
saltandpepper_Screen Shot 2018-06-08 at 5.05.48 PM,499795,530487,382238,512.4889795918368,0.359651365268888,0.9121113445509552,0.4478749764706648,1
translation_Screen Shot 2018-06-08 at 5.34.21 PM,390029,427667,279227,1391.3848979591835,0.20497254516939453,0.8943761182201236,0.49814923458021887,1
rotated_by_15_Screen Shot 2018-06-08 at 5.27.34 PM,384854,260235,257401,1956.2244897959185,0.1718112831992385,0.8703030014040847,0.34912706920721776,1
rotated_by_60_Screen Shot 2018-06-08 at 5.10.11 PM,437300,336974,305676,1779.6742857142856,0.256535401705489,0.8833477728137126,0.4169856826841367,1
vertical_flip_Screen Shot 2018-06-08 at 5.25.49 PM,597951,517342,427763,177.67591836734692,0.34071439267529235,0.9604193292855465,0.49159433377330386,1
rotated_by_15_Screen Shot 2018-06-08 at 5.09.25 PM,452768,342171,350256,1813.8975510204082,0.23424624569774904,0.8728627283443919,0.3703821022269951,1
saltandpepper_Screen Shot 2018-06-08 at 5.18.26 PM,527634,417394,400515,848.257142857143,0.21183339229009557,0.9323168847731622,0.4668873508227671,1
saltandpepper_Screen Shot 2018-06-08 at 5.19.28 PM,479865,406730,389773,813.9134693877551,0.3301113615691952,0.9381825555994536,0.4278542841625458,1
Screen Shot 2018-06-08 at 5.22.58 PM,493939,346166,334904,821.5297959183674,0.2822073403081177,0.9333483514468351,0.39624207879103923,1
translation_Screen Shot 2018-06-08 at 5.09.31 PM,389316,260232,265249,1019.0175510204082,0.2920557191822114,0.9391130132383125,0.46124334887907636,1
rotated_by_45_Screen Shot 2018-06-08 at 5.13.10 PM,464580,320846,294134,1785.8897959183676,0.26618457394305894,0.8848978313133382,0.4275854567651256,1
saltandpepper_Screen Shot 2018-06-08 at 5.08.52 PM,549512,575752,431179,232.1497959183673,0.36419498098307324,0.902452244717557,0.49846321236889124,1
rotated_by_75_Screen Shot 2018-06-08 at 5.17.58 PM,421620,266883,255489,1178.5093877551021,0.14703483254830224,0.9056435848965008,0.3109948965419479,1
rotated_by_60_Screen Shot 2018-06-08 at 5.21.40 PM,457467,335355,295695,1627.5951020408163,0.2248553609792294,0.8790387825986902,0.3949955038495463,1
translation_Screen Shot 2018-06-08 at 5.32.33 PM,511257,441776,274764,1372.9530612244898,0.17527582832021107,0.8908104768355763,0.46262866533762115,1
vertical_flip_Screen Shot 2018-06-08 at 5.04.11 PM,497325,397521,378685,888.4726530612243,0.43724669587418785,0.9460628457482131,0.5405166242802002,1
saltandpepper_Screen Shot 2018-06-08 at 5.28.24 PM,581203,495751,458959,331.4857142857143,0.2803022406364053,0.9458163738293132,0.38316345569439775,1
rotated_by_15_Screen Shot 2018-06-08 at 5.15.09 PM,514306,362926,341487,1574.6502040816326,0.3283272003971288,0.8926486335919084,0.45740436073348123,1
rotated_by_60_Screen Shot 2018-06-08 at 5.21.51 PM,451213,333850,321808,1557.3432653061222,0.21300257226949024,0.905436038306353,0.41906265282045174,1
translation_Screen Shot 2018-06-08 at 5.01.34 PM,463194,357522,327435,1559.0008163265302,0.2789183008975809,0.8980228220864098,0.4467359322097434,1
translation_Screen Shot 2018-06-08 at 5.12.41 PM,422738,458860,300292,1585.002857142857,0.2247099106404188,0.8599073429302803,0.4086395937953148,1
rotated_by_45_Screen Shot 2018-06-08 at 5.01.29 PM,424620,301608,299856,1891.4840816326532,0.28120908698673847,0.8954014371981367,0.4578749478662825,1
rotated_by_15_Screen Shot 2018-06-08 at 5.07.18 PM,448528,452722,358261,1271.999591836735,0.18662481433198577,0.8902739889403058,0.40212474075009036,1
rotated_by_15_Screen Shot 2018-06-08 at 5.09.47 PM,470026,348853,345807,1532.3612244897959,0.17246576418739756,0.8809099627089294,0.32930063327619485,1
rotated_by_45_Screen Shot 2018-06-08 at 5.15.34 PM,405440,433623,308486,1534.3000000000002,0.22663869456887772,0.8920452151656523,0.43015876431445416,1
rotated_by_30_Screen Shot 2018-06-08 at 5.13.31 PM,489783,328726,313341,1532.3265306122453,0.21825478693488412,0.8863267406431147,0.40293034383467297,1
saltandpepper_Screen Shot 2018-06-08 at 5.23.26 PM,557110,575133,456312,270.53591836734694,0.34687190231852993,0.9079524849751904,0.5490743656512009,1
rotated_by_15_Screen Shot 2018-06-08 at 5.20.17 PM,436483,458407,315544,1476.7404081632653,0.24381939362918673,0.8709476634142923,0.45413135313162856,1
rotated_by_45_Screen Shot 2018-06-08 at 5.22.15 PM,466178,357402,334318,1365.9212244897963,0.24488758481427408,0.9120921431935869,0.418647844654771,1
rotated_by_30_Screen Shot 2018-06-08 at 5.04.48 PM,467140,359026,323842,1308.7375510204083,0.173725860823503,0.9067325401120719,0.328415573036307,1
rotated_by_75_Screen Shot 2018-06-08 at 5.19.47 PM,430532,300811,298904,1032.0628571428572,0.25129469003771154,0.9357670225855014,0.43019531764631624,1
saltandpepper_Screen Shot 2018-06-08 at 5.14.20 PM,503668,410010,392566,1036.7991836734695,0.4612189813649751,0.9365036849640836,0.5556714508372683,1
vertical_flip_Screen Shot 2018-06-08 at 5.27.54 PM,508075,440068,364900,585.350612244898,0.25704938372351027,0.936996539949474,0.36783438528206025,1
translation_Screen Shot 2018-06-08 at 5.25.02 PM,447140,293995,276011,718.381224489796,0.15894749617072335,0.9300458261417126,0.2795187015805675,1
rotated_by_75_Screen Shot 2018-06-08 at 5.22.53 PM,490976,333666,342882,1540.4910204081634,0.18909746401118188,0.8592010878643681,0.3558599603422944,1
rotated_by_30_Screen Shot 2018-06-08 at 5.33.55 PM,411425,426373,275369,1578.62693877551,0.18354099531058496,0.8789270471814601,0.3688004590054059,1
saltandpepper_Screen Shot 2018-06-08 at 5.16.49 PM,534030,402747,406131,953.1204081632653,0.2531341237988344,0.9011176801885113,0.32631838883541264,1
saltandpepper_Screen Shot 2018-06-08 at 5.22.20 PM,545046,451011,406119,268.0151020408164,0.07135272941522337,0.946614515125804,0.353128374991706,1
rotated_by_45_Screen Shot 2018-06-08 at 5.34.07 PM,384361,401931,282848,1623.1338775510203,0.1987074014816304,0.8794152311879911,0.3723648733466107,1
rotated_by_60_Screen Shot 2018-06-08 at 5.22.20 PM,434564,340021,295195,1296.2130612244896,0.15470599274081417,0.8990064880195742,0.2984740961209169,1
Screen Shot 2018-06-08 at 5.25.49 PM,597951,517342,427763,177.67591836734692,0.34071439267529235,0.9604193292855465,0.49159433377330386,1
rotated_by_45_Screen Shot 2018-06-08 at 5.34.01 PM,419538,275615,263277,2000.7036734693875,0.17603741414448107,0.8363615421931113,0.3324034593534132,1
saltandpepper_Screen Shot 2018-06-08 at 5.11.24 PM,499356,427647,414484,970.5122448979591,0.42096287952643996,0.9291015340771756,0.49374113913554807,1
rotated_by_30_Screen Shot 2018-06-08 at 5.18.42 PM,442766,451673,313919,1654.9134693877554,0.17365560233281951,0.8790139966178132,0.4464366034808072,1
rotated_by_15_Screen Shot 2018-06-08 at 5.25.02 PM,485928,326409,314343,1125.9681632653064,0.09282641339478818,0.8634146451791015,0.21920162078860408,1
vertical_flip_Screen Shot 2018-06-08 at 5.21.06 PM,571264,502773,415093,383.20938775510206,0.33471067653212044,0.9280495477553015,0.4679069433910249,1
rotated_by_75_Screen Shot 2018-06-08 at 5.15.21 PM,429519,286774,294195,1921.5342857142853,0.08869830093123707,0.8474617826382161,0.26163685640646367,1
saltandpepper_Screen Shot 2018-06-08 at 5.21.40 PM,553435,432354,391778,536.445306122449,0.32323979491173,0.9307020111808081,0.394136876212656,1
rotated_by_30_Screen Shot 2018-06-08 at 5.15.21 PM,396050,253473,260486,2005.8257142857142,0.13328921246960068,0.8413844733297844,0.2608572034195206,1
translation_Screen Shot 2018-06-08 at 5.19.47 PM,429529,301724,299504,1597.924897959184,0.27293688636757213,0.9033321505392045,0.4452245406637916,1
rotated_by_30_Screen Shot 2018-06-08 at 5.22.15 PM,477063,368233,345150,1309.6285714285714,0.2500675460603989,0.9123838054855842,0.4159265631681418,1
rotated_by_60_Screen Shot 2018-06-08 at 5.03.10 PM,433311,468206,333901,1506.5538775510204,0.281818631288413,0.8901829521522734,0.5141048855820605,1
rotated_by_30_Screen Shot 2018-06-08 at 5.09.40 PM,430843,287127,294891,1671.8685714285716,0.16920004352008008,0.8761648588964978,0.30998713035329467,1
rotated_by_75_Screen Shot 2018-06-08 at 5.29.18 PM,469775,484320,373117,1883.8497959183678,0.18514534965748333,0.8587945988327875,0.5140306194338393,1
Screen Shot 2018-06-08 at 5.11.41 PM,497624,417500,403259,749.4179591836735,0.44942371355144806,0.9527646404239013,0.5464883958535552,1
rotated_by_60_Screen Shot 2018-06-08 at 5.11.24 PM,400882,327320,317795,2344.3579591836738,0.33412669712143545,0.8768763449135382,0.5153595029665258,1
rotated_by_75_Screen Shot 2018-06-08 at 5.17.42 PM,455819,489735,289244,1798.5502040816332,0.2049593370953304,0.8239219288958308,0.4129419118890405,1
vertical_flip_Screen Shot 2018-06-08 at 5.23.31 PM,559674,580542,459374,57.17551020408163,0.2124510380421361,0.9746442355276834,0.585821576633033,1
rotated_by_30_Screen Shot 2018-06-08 at 5.21.35 PM,394413,299817,290951,1863.4073469387754,0.263640138159916,0.8915434777949894,0.4883489275373528,1
rotated_by_30_Screen Shot 2018-06-08 at 5.29.07 PM,418497,452318,332734,1482.4697959183673,0.208589998773922,0.8898191846945784,0.36537130177853017,1
Screen Shot 2018-06-08 at 5.21.56 PM,575505,505614,452644,152.80938775510205,0.2716152495996443,0.9733792406988206,0.38622519440208064,1
translation_Screen Shot 2018-06-08 at 5.16.16 PM,430534,321810,308210,1806.8061224489797,0.29350699426952537,0.8934639891269404,0.46098577879133207,1
rotated_by_45_Screen Shot 2018-06-08 at 5.16.44 PM,401857,315736,270888,2096.0036734693876,0.26986090174207567,0.8780754535348168,0.448535066113239,1
saltandpepper_Screen Shot 2018-06-08 at 5.09.17 PM,541737,367856,366620,629.266530612245,0.2550099425587789,0.937244786639029,0.3448329018788697,1
Screen Shot 2018-06-08 at 5.19.47 PM,509200,377724,376180,499.03020408163275,0.29676108015070235,0.9607646540951038,0.40405411230672095,1
rotated_by_45_Screen Shot 2018-06-08 at 5.28.42 PM,457148,355830,294497,1252.4232653061224,0.1776523285921899,0.9097487710052632,0.31486345650264985,1
rotated_by_60_Screen Shot 2018-06-08 at 5.09.47 PM,431690,310806,307571,1564.305306122449,0.1955023218555101,0.8915602786319872,0.36928297299734614,1
translation_Screen Shot 2018-06-08 at 5.17.10 PM,402093,428779,283834,1435.2024489795922,0.24426209968891985,0.8938367312095229,0.4841516183766432,1
saltandpepper_Screen Shot 2018-06-08 at 5.10.37 PM,538874,381886,382129,434.7134693877551,0.26011819310781137,0.9577509786245463,0.3633501824578209,1
vertical_flip_Screen Shot 2018-06-08 at 5.34.07 PM,494523,512258,392218,468.6591836734695,0.2471945041166424,0.9116598265323623,0.387729752740982,1
rotated_by_15_Screen Shot 2018-06-08 at 5.03.17 PM,392605,296277,274963,1980.4546938775509,0.2769405050101651,0.898926223676927,0.4856533660225175,1
vertical_flip_Screen Shot 2018-06-08 at 5.13.40 PM,487331,514433,376415,374.62122448979585,0.23955480713744243,0.9242872248064999,0.32969447079317665,1
rotated_by_30_Screen Shot 2018-06-08 at 5.09.47 PM,435167,314095,310983,1524.0281632653061,0.1833814004358746,0.8913058972716794,0.34584712619289876,1
rotated_by_30_Screen Shot 2018-06-08 at 5.16.28 PM,434783,455565,321564,1739.876326530612,0.2877506151046907,0.8734302925075036,0.4598775236368071,1
rotated_by_45_Screen Shot 2018-06-08 at 5.33.33 PM,439379,281280,229816,1341.7016326530613,0.17342904692995847,0.8819630827956617,0.3289636772362781,1
rotated_by_60_Screen Shot 2018-06-08 at 5.02.43 PM,445083,437536,316249,1473.8930612244897,0.2814708201109442,0.9049318597127475,0.47695634215606153,1
rotated_by_60_Screen Shot 2018-06-08 at 5.01.01 PM,460810,306043,282229,1524.2375510204083,0.20977884469554894,0.8880779764345973,0.3825225967067084,1
Screen Shot 2018-06-08 at 5.23.14 PM,573358,584712,477723,43.50775510204082,0.3185258632058451,0.9787059736406186,0.6234158455188006,1
rotated_by_60_Screen Shot 2018-06-08 at 5.28.24 PM,484901,398959,362134,1306.204081632653,0.2071457725742356,0.9118654913097445,0.3864788858389258,1
saltandpepper_Screen Shot 2018-06-08 at 5.05.27 PM,533689,410360,381040,742.5526530612243,0.36773766068858516,0.9354422561055954,0.431057696244349,1
rotated_by_75_Screen Shot 2018-06-08 at 5.22.58 PM,427183,279172,267980,2180.791836734694,0.19234604557796187,0.8382461045531355,0.371665815527168,1
vertical_flip_Screen Shot 2018-06-08 at 4.59.44 PM,502190,525694,394547,269.658775510204,0.34260170270623214,0.9531475485692689,0.47213575296465776,1
vertical_flip_Screen Shot 2018-06-08 at 5.03.34 PM,485952,523101,357959,335.610612244898,0.27899608807206755,0.9367360653180704,0.3812753207530739,1
saltandpepper_Screen Shot 2018-06-08 at 5.02.24 PM,515490,548217,394820,422.90938775510205,0.32290216151986717,0.8968307127645003,0.41815157764161237,1
vertical_flip_Screen Shot 2018-06-08 at 5.05.41 PM,604780,534117,365951,265.6114285714286,0.24560510151300363,0.8896106646089698,0.45863123941954037,1
rotated_by_75_Screen Shot 2018-06-08 at 5.25.22 PM,464538,456904,333545,996.7538775510204,0.28887436110090786,0.9288299901695692,0.47832810163229533,1
Screen Shot 2018-06-08 at 5.11.52 PM,508781,398799,383115,840.9910204081633,0.3938488939559232,0.9407064638920211,0.4739002474282419,1
Screen Shot 2018-06-08 at 5.26.29 PM,526105,563302,419891,207.43183673469383,0.3842178075195895,0.9401929587914214,0.5207094938818679,1
translation_Screen Shot 2018-06-08 at 5.09.10 PM,431632,309406,291845,2014.1828571428568,0.2793523479002537,0.8794665757601386,0.4598018975947141,1
saltandpepper_Screen Shot 2018-06-08 at 5.29.18 PM,562391,577033,465873,141.0138775510204,0.2145906479534648,0.9362216974238394,0.5579571362445275,1
rotated_by_45_Screen Shot 2018-06-08 at 5.23.23 PM,449289,467969,344559,1331.3183673469389,0.24003991060630256,0.9112283403327811,0.5158537673104456,1
rotated_by_60_Screen Shot 2018-06-08 at 5.05.06 PM,471696,367375,320507,1373.0518367346938,0.18018894243846617,0.9013352398968763,0.34519120019346916,1
translation_Screen Shot 2018-06-08 at 5.10.21 PM,407654,327702,294098,1736.9061224489794,0.3067621886736262,0.9061088306348827,0.4952798573621653,1
rotated_by_60_Screen Shot 2018-06-08 at 4.59.44 PM,390254,413692,282749,1464.722857142857,0.24761637510705517,0.898987929690762,0.42129403256431425,1
translation_Screen Shot 2018-06-08 at 5.04.42 PM,441746,472903,362351,1406.4420408163264,0.2834865042363245,0.892241691058253,0.44364370679374704,1
